Phase,Trial,CharID,Target,Recalled,Score,Success,MemorySize
P1-2,6,0x4e00,一,一,1.0000,True,200
P1-2,7,0x4e00,一,一,1.0000,True,200
P1-2,8,0x4e00,一,一,1.0000,True,200
P1-2,9,0x4e00,一,一,1.0000,True,200
P1-2,0,0x4e01,丁,丁,1.0000,True,200
P1-2,1,0x4e01,丁,丁,1.0000,True,200
P1-2,2,0x4e01,丁,丁,1.0000,True,200
P1-2,3,0x4e01,丁,丁,1.0000,True,200
P1-2,4,0x4e01,丁,丁,1.0000,True,200
P1-2,5,0x4e01,丁,丁,1.0000,True,200
P1-2,6,0x4e01,丁,丁,1.0000,True,200
P1-2,7,0x4e01,丁,丁,1.0000,True,200
P1-2,8,0x4e01,丁,丁,1.0000,True,200
P1-2,9,0x4e01,丁,丁,1.0000,True,200
P1-2,0,0x4e02,丂,丂,1.0000,True,200
P1-2,1,0x4e02,丂,丂,1.0000,True,200
P1-2,2,0x4e02,丂,丂,1.0000,True,200
P1-2,3,0x4e02,丂,丂,1.0000,True,200
P1-2,4,0x4e02,丂,丂,1.0000,True,200
P1-2,5,0x4e02,丂,丂,1.0000,True,200
P1-2,6,0x4e02,丂,丂,1.0000,True,200
P1-2,7,0x4e02,丂,丂,1.0000,True,200
P1-2,8,0x4e02,丂,丂,1.0000,True,200
P1-2,9,0x4e02,丂,丂,1.0000,True,200
P1-2,0,0x4e03,七,七,1.0000,True,200
P1-2,1,0x4e03,七,七,1.0000,True,200
P1-2,2,0x4e03,七,七,1.0000,True,200
P1-2,3,0x4e03,七,七,1.0000,True,200
P1-2,4,0x4e03,七,七,1.0000,True,200
P1-2,5,0x4e03,七,七,1.0000,True,200
P1-2,6,0x4e03,七,七,1.0000,True,200
P1-2,7,0x4e03,七,七,1.0000,True,200
P1-2,8,0x4e03,七,七,1.0000,True,200
P1-2,9,0x4e03,七,七,1.0000,True,200
P1-2,0,0x4e04,丄,丄,1.0000,True,200
P1-2,1,0x4e04,丄,丄,1.0000,True,200
P1-2,2,0x4e04,丄,丄,1.0000,True,200
P1-2,3,0x4e04,丄,丄,1.0000,True,200
P1-2,4,0x4e04,丄,丄,1.0000,True,200
P1-2,5,0x4e04,丄,丄,1.0000,True,200
P1-2,6,0x4e04,丄,丄,1.0000,True,200
P1-2,7,0x4e04,丄,丄,1.0000,True,200
P1-2,8,0x4e04,丄,丄,1.0000,True,200
P1-2,9,0x4e04,丄,丄,1.0000,True,200
P1-2,0,0x4e05,丅,丅,1.0000,True,200
P1-2,1,0x4e05,丅,丅,1.0000,True,200
P1-2,2,0x4e05,丅,丅,1.0000,True,200
P1-2,3,0x4e05,丅,丅,1.0000,True,200
P1-2,4,0x4e05,丅,丅,1.0000,True,200
P1-2,5,0x4e05,丅,丅,1.0000,True,200
P1-2,6,0x4e05,丅,丅,1.0000,True,200
P1-2,7,0x4e05,丅,丅,1.0000,True,200
P1-2,8,0x4e05,丅,丅,1.0000,True,200
P1-2,9,0x4e05,丅,丅,1.0000,True,200
P1-2,0,0x4e06,丆,丆,1.0000,True,200
P1-2,1,0x4e06,丆,丆,1.0000,True,200
P1-2,2,0x4e06,丆,丆,1.0000,True,200
P1-2,3,0x4e06,丆,丆,1.0000,True,200
P1-2,4,0x4e06,丆,丆,1.0000,True,200
P1-2,5,0x4e06,丆,丆,1.0000,True,200
P1-2,6,0x4e06,丆,丆,1.0000,True,200
P1-2,7,0x4e06,丆,丆,1.0000,True,200
P1-2,8,0x4e06,丆,丆,1.0000,True,200
P1-2,9,0x4e06,丆,丆,1.0000,True,200
P1-2,0,0x4e07,万,万,1.0000,True,200
P1-2,1,0x4e07,万,万,1.0000,True,200
P1-2,2,0x4e07,万,万,1.0000,True,200
P1-2,3,0x4e07,万,万,1.0000,True,200
P1-2,4,0x4e07,万,万,1.0000,True,200
P1-2,5,0x4e07,万,万,1.0000,True,200
P1-2,6,0x4e07,万,万,1.0000,True,200
P1-2,7,0x4e07,万,万,1.0000,True,200
P1-2,8,0x4e07,万,万,1.0000,True,200
P1-2,9,0x4e07,万,万,1.0000,True,200
P1-2,0,0x4e08,丈,丈,1.0000,True,200
P1-2,1,0x4e08,丈,丈,1.0000,True,200
P1-2,2,0x4e08,丈,丈,1.0000,True,200
P1-2,3,0x4e08,丈,丈,1.0000,True,200
P1-2,4,0x4e08,丈,丈,1.0000,True,200
P1-2,5,0x4e08,丈,丈,1.0000,True,200
P1-2,6,0x4e08,丈,丈,1.0000,True,200
P1-2,7,0x4e08,丈,丈,1.0000,True,200
P1-2,8,0x4e08,丈,丈,1.0000,True,200
P1-2,9,0x4e08,丈,丈,1.0000,True,200
P1-2,0,0x4e09,三,三,1.0000,True,200
P1-2,1,0x4e09,三,三,1.0000,True,200
P1-2,2,0x4e09,三,三,1.0000,True,200
P1-2,3,0x4e09,三,三,1.0000,True,200
P1-2,4,0x4e09,三,三,1.0000,True,200
P1-2,5,0x4e09,三,三,1.0000,True,200
P1-2,6,0x4e09,三,三,1.0000,True,200
P1-2,7,0x4e09,三,三,1.0000,True,200
P1-2,8,0x4e09,三,三,1.0000,True,200
P1-2,9,0x4e09,三,三,1.0000,True,200
P1-2,0,0x4e0a,上,上,1.0000,True,200
P1-2,1,0x4e0a,上,上,1.0000,True,200
P1-2,2,0x4e0a,上,上,1.0000,True,200
P1-2,3,0x4e0a,上,上,1.0000,True,200
P1-2,4,0x4e0a,上,上,1.0000,True,200
P1-2,5,0x4e0a,上,上,1.0000,True,200
P1-2,6,0x4e0a,上,上,1.0000,True,200
P1-2,7,0x4e0a,上,上,1.0000,True,200
P1-2,8,0x4e0a,上,上,1.0000,True,200
P1-2,9,0x4e0a,上,上,1.0000,True,200
P1-2,0,0x4e0b,下,下,1.0000,True,200
P1-2,1,0x4e0b,下,下,1.0000,True,200
P1-2,2,0x4e0b,下,下,1.0000,True,200
P1-2,3,0x4e0b,下,下,1.0000,True,200
P1-2,4,0x4e0b,下,下,1.0000,True,200
P1-2,5,0x4e0b,下,下,1.0000,True,200
P1-2,6,0x4e0b,下,下,1.0000,True,200
P1-2,7,0x4e0b,下,下,1.0000,True,200
P1-2,8,0x4e0b,下,下,1.0000,True,200
P1-2,9,0x4e0b,下,下,1.0000,True,200
P1-2,0,0x4e0c,丌,丌,1.0000,True,200
P1-2,1,0x4e0c,丌,丌,1.0000,True,200
P1-2,2,0x4e0c,丌,丌,1.0000,True,200
P1-2,3,0x4e0c,丌,丌,1.0000,True,200
P1-2,4,0x4e0c,丌,丌,1.0000,True,200
P1-2,5,0x4e0c,丌,丌,1.0000,True,200
P1-2,6,0x4e0c,丌,丌,1.0000,True,200
P1-2,7,0x4e0c,丌,丌,1.0000,True,200
P1-2,8,0x4e0c,丌,丌,1.0000,True,200
P1-2,9,0x4e0c,丌,丌,1.0000,True,200
P1-2,0,0x4e0d,不,不,1.0000,True,200
P1-2,1,0x4e0d,不,不,1.0000,True,200
P1-2,2,0x4e0d,不,不,1.0000,True,200
P1-2,3,0x4e0d,不,不,1.0000,True,200
P1-2,4,0x4e0d,不,不,1.0000,True,200
P1-2,5,0x4e0d,不,不,1.0000,True,200
P1-2,6,0x4e0d,不,不,1.0000,True,200
P1-2,7,0x4e0d,不,不,1.0000,True,200
P1-2,8,0x4e0d,不,不,1.0000,True,200
P1-2,9,0x4e0d,不,不,1.0000,True,200
P1-2,0,0x4e0e,与,与,1.0000,True,200
P1-2,1,0x4e0e,与,与,1.0000,True,200
P1-2,2,0x4e0e,与,与,1.0000,True,200
P1-2,3,0x4e0e,与,与,1.0000,True,200
P1-2,4,0x4e0e,与,与,1.0000,True,200
P1-2,5,0x4e0e,与,与,1.0000,True,200
P1-2,6,0x4e0e,与,与,1.0000,True,200
P1-2,7,0x4e0e,与,与,1.0000,True,200
P1-2,8,0x4e0e,与,与,1.0000,True,200
P1-2,9,0x4e0e,与,与,1.0000,True,200
P1-2,0,0x4e0f,丏,丏,1.0000,True,200
P1-2,1,0x4e0f,丏,丏,1.0000,True,200
P1-2,2,0x4e0f,丏,丏,1.0000,True,200
P1-2,3,0x4e0f,丏,丏,1.0000,True,200
P1-2,4,0x4e0f,丏,丏,1.0000,True,200
P1-2,5,0x4e0f,丏,丏,1.0000,True,200
P1-2,6,0x4e0f,丏,丏,1.0000,True,200
P1-2,7,0x4e0f,丏,丏,1.0000,True,200
P1-2,8,0x4e0f,丏,丏,1.0000,True,200
P1-2,9,0x4e0f,丏,丏,1.0000,True,200
P1-2,0,0x4e10,丐,丐,1.0000,True,200
P1-2,1,0x4e10,丐,丐,1.0000,True,200
P1-2,2,0x4e10,丐,丐,1.0000,True,200
P1-2,3,0x4e10,丐,丐,1.0000,True,200
P1-2,4,0x4e10,丐,丐,1.0000,True,200
P1-2,5,0x4e10,丐,丐,1.0000,True,200
P1-2,6,0x4e10,丐,丐,1.0000,True,200
P1-2,7,0x4e10,丐,丐,1.0000,True,200
P1-2,8,0x4e10,丐,丐,1.0000,True,200
P1-2,9,0x4e10,丐,丐,1.0000,True,200
P1-2,0,0x4e11,丑,丑,1.0000,True,200
P1-2,1,0x4e11,丑,丑,1.0000,True,200
P1-2,2,0x4e11,丑,丑,1.0000,True,200
P1-2,3,0x4e11,丑,丑,1.0000,True,200
P1-2,4,0x4e11,丑,丑,1.0000,True,200
P1-2,5,0x4e11,丑,丑,1.0000,True,200
P1-2,6,0x4e11,丑,丑,1.0000,True,200
P1-2,7,0x4e11,丑,丑,1.0000,True,200
P1-2,8,0x4e11,丑,丑,1.0000,True,200
P1-2,9,0x4e11,丑,丑,1.0000,True,200
P1-2,0,0x4e12,丒,丒,1.0000,True,200
P1-2,1,0x4e12,丒,丒,1.0000,True,200
P1-2,2,0x4e12,丒,丒,1.0000,True,200
P1-2,3,0x4e12,丒,丒,1.0000,True,200
P1-2,4,0x4e12,丒,丒,1.0000,True,200
P1-2,5,0x4e12,丒,丒,1.0000,True,200
P1-2,6,0x4e12,丒,丒,1.0000,True,200
P1-2,7,0x4e12,丒,丒,1.0000,True,200
P1-2,8,0x4e12,丒,丒,1.0000,True,200
P1-2,9,0x4e12,丒,丒,1.0000,True,200
P1-2,0,0x4e13,专,专,1.0000,True,200
P1-2,1,0x4e13,专,专,1.0000,True,200
P1-2,2,0x4e13,专,专,1.0000,True,200
P1-2,3,0x4e13,专,专,1.0000,True,200
P1-2,4,0x4e13,专,专,1.0000,True,200
P1-2,5,0x4e13,专,专,1.0000,True,200
P1-2,6,0x4e13,专,专,1.0000,True,200
P1-2,7,0x4e13,专,专,1.0000,True,200
P1-2,8,0x4e13,专,专,1.0000,True,200
P1-2,9,0x4e13,专,专,1.0000,True,200
P1-2,0,0x4e14,且,且,1.0000,True,200
P1-2,1,0x4e14,且,且,1.0000,True,200
P1-2,2,0x4e14,且,且,1.0000,True,200
P1-2,3,0x4e14,且,且,1.0000,True,200
P1-2,4,0x4e14,且,且,1.0000,True,200
P1-2,5,0x4e14,且,且,1.0000,True,200
P1-2,6,0x4e14,且,且,1.0000,True,200
P1-2,7,0x4e14,且,且,1.0000,True,200
P1-2,8,0x4e14,且,且,1.0000,True,200
P1-2,9,0x4e14,且,且,1.0000,True,200
P1-2,0,0x4e15,丕,丕,1.0000,True,200
P1-2,1,0x4e15,丕,丕,1.0000,True,200
P1-2,2,0x4e15,丕,丕,1.0000,True,200
P1-2,3,0x4e15,丕,丕,1.0000,True,200
P1-2,4,0x4e15,丕,丕,1.0000,True,200
P1-2,5,0x4e15,丕,丕,1.0000,True,200
P1-2,6,0x4e15,丕,丕,1.0000,True,200
P1-2,7,0x4e15,丕,丕,1.0000,True,200
P1-2,8,0x4e15,丕,丕,1.0000,True,200
P1-2,9,0x4e15,丕,丕,1.0000,True,200
P1-2,0,0x4e16,世,世,1.0000,True,200
P1-2,1,0x4e16,世,世,1.0000,True,200
P1-2,2,0x4e16,世,世,1.0000,True,200
P1-2,3,0x4e16,世,世,1.0000,True,200
P1-2,4,0x4e16,世,世,1.0000,True,200
P1-2,5,0x4e16,世,世,1.0000,True,200
P1-2,6,0x4e16,世,世,1.0000,True,200
P1-2,7,0x4e16,世,世,1.0000,True,200
P1-2,8,0x4e16,世,世,1.0000,True,200
P1-2,9,0x4e16,世,世,1.0000,True,200
P1-2,0,0x4e17,丗,丗,1.0000,True,200
P1-2,1,0x4e17,丗,丗,1.0000,True,200
P1-2,2,0x4e17,丗,丗,1.0000,True,200
P1-2,3,0x4e17,丗,丗,1.0000,True,200
P1-2,4,0x4e17,丗,丗,1.0000,True,200
P1-2,5,0x4e17,丗,丗,1.0000,True,200
P1-2,6,0x4e17,丗,丗,1.0000,True,200
P1-2,7,0x4e17,丗,丗,1.0000,True,200
P1-2,8,0x4e17,丗,丗,1.0000,True,200
P1-2,9,0x4e17,丗,丗,1.0000,True,200
P1-2,0,0x4e18,丘,丘,1.0000,True,200
P1-2,1,0x4e18,丘,丘,1.0000,True,200
P1-2,2,0x4e18,丘,丘,1.0000,True,200
P1-2,3,0x4e18,丘,丘,1.0000,True,200
P1-2,4,0x4e18,丘,丘,1.0000,True,200
P1-2,5,0x4e18,丘,丘,1.0000,True,200
P1-2,6,0x4e18,丘,丘,1.0000,True,200
P1-2,7,0x4e18,丘,丘,1.0000,True,200
P1-2,8,0x4e18,丘,丘,1.0000,True,200
P1-2,9,0x4e18,丘,丘,1.0000,True,200
P1-2,0,0x4e19,丙,丙,1.0000,True,200
P1-2,1,0x4e19,丙,丙,1.0000,True,200
P1-2,2,0x4e19,丙,丙,1.0000,True,200
P1-2,3,0x4e19,丙,丙,1.0000,True,200
P1-2,4,0x4e19,丙,丙,1.0000,True,200
P1-2,5,0x4e19,丙,丙,1.0000,True,200
P1-2,6,0x4e19,丙,丙,1.0000,True,200
P1-2,7,0x4e19,丙,丙,1.0000,True,200
P1-2,8,0x4e19,丙,丙,1.0000,True,200
P1-2,9,0x4e19,丙,丙,1.0000,True,200
P1-2,0,0x4e1a,业,业,1.0000,True,200
P1-2,1,0x4e1a,业,业,1.0000,True,200
P1-2,2,0x4e1a,业,业,1.0000,True,200
P1-2,3,0x4e1a,业,业,1.0000,True,200
P1-2,4,0x4e1a,业,业,1.0000,True,200
P1-2,5,0x4e1a,业,业,1.0000,True,200
P1-2,6,0x4e1a,业,业,1.0000,True,200
P1-2,7,0x4e1a,业,业,1.0000,True,200
P1-2,8,0x4e1a,业,业,1.0000,True,200
P1-2,9,0x4e1a,业,业,1.0000,True,200
P1-2,0,0x4e1b,丛,丛,1.0000,True,200
P1-2,1,0x4e1b,丛,丛,1.0000,True,200
P1-2,2,0x4e1b,丛,丛,1.0000,True,200
P1-2,3,0x4e1b,丛,丛,1.0000,True,200
P1-2,4,0x4e1b,丛,丛,1.0000,True,200
P1-2,5,0x4e1b,丛,丛,1.0000,True,200
P1-2,6,0x4e1b,丛,丛,1.0000,True,200
P1-2,7,0x4e1b,丛,丛,1.0000,True,200
P1-2,8,0x4e1b,丛,丛,1.0000,True,200
P1-2,9,0x4e1b,丛,丛,1.0000,True,200
P1-2,0,0x4e1c,东,东,1.0000,True,200
P1-2,1,0x4e1c,东,东,1.0000,True,200
P1-2,2,0x4e1c,东,东,1.0000,True,200
P1-2,3,0x4e1c,东,东,1.0000,True,200
P1-2,4,0x4e1c,东,东,1.0000,True,200
P1-2,5,0x4e1c,东,东,1.0000,True,200
P1-2,6,0x4e1c,东,东,1.0000,True,200
P1-2,7,0x4e1c,东,东,1.0000,True,200
P1-2,8,0x4e1c,东,东,1.0000,True,200
P1-2,9,0x4e1c,东,东,1.0000,True,200
P1-2,0,0x4e1d,丝,丝,1.0000,True,200
P1-2,1,0x4e1d,丝,丝,1.0000,True,200
P1-2,2,0x4e1d,丝,丝,1.0000,True,200
P1-2,3,0x4e1d,丝,丝,1.0000,True,200
P1-2,4,0x4e1d,丝,丝,1.0000,True,200
P1-2,5,0x4e1d,丝,丝,1.0000,True,200
P1-2,6,0x4e1d,丝,丝,1.0000,True,200
P1-2,7,0x4e1d,丝,丝,1.0000,True,200
P1-2,8,0x4e1d,丝,丝,1.0000,True,200
P1-2,9,0x4e1d,丝,丝,1.0000,True,200
P1-2,0,0x4e1e,丞,丞,1.0000,True,200
P1-2,1,0x4e1e,丞,丞,1.0000,True,200
P1-2,2,0x4e1e,丞,丞,1.0000,True,200
P1-2,3,0x4e1e,丞,丞,1.0000,True,200
P1-2,4,0x4e1e,丞,丞,1.0000,True,200
P1-2,5,0x4e1e,丞,丞,1.0000,True,200
P1-2,6,0x4e1e,丞,丞,1.0000,True,200
P1-2,7,0x4e1e,丞,丞,1.0000,True,200
P1-2,8,0x4e1e,丞,丞,1.0000,True,200
P1-2,9,0x4e1e,丞,丞,1.0000,True,200
P1-2,0,0x4e1f,丟,丟,1.0000,True,200
P1-2,1,0x4e1f,丟,丟,1.0000,True,200
P1-2,2,0x4e1f,丟,丟,1.0000,True,200
P1-2,3,0x4e1f,丟,丟,1.0000,True,200
P1-2,4,0x4e1f,丟,丟,1.0000,True,200
P1-2,5,0x4e1f,丟,丟,1.0000,True,200
P1-2,6,0x4e1f,丟,丟,1.0000,True,200
P1-2,7,0x4e1f,丟,丟,1.0000,True,200
P1-2,8,0x4e1f,丟,丟,1.0000,True,200
P1-2,9,0x4e1f,丟,丟,1.0000,True,200
P1-2,0,0x4e20,丠,丠,1.0000,True,200
P1-2,1,0x4e20,丠,丠,1.0000,True,200
P1-2,2,0x4e20,丠,丠,1.0000,True,200
P1-2,3,0x4e20,丠,丠,1.0000,True,200
P1-2,4,0x4e20,丠,丠,1.0000,True,200
P1-2,5,0x4e20,丠,丠,1.0000,True,200
P1-2,6,0x4e20,丠,丠,1.0000,True,200
P1-2,7,0x4e20,丠,丠,1.0000,True,200
P1-2,8,0x4e20,丠,丠,1.0000,True,200
P1-2,9,0x4e20,丠,丠,1.0000,True,200
P1-2,0,0x4e21,両,両,1.0000,True,200
P1-2,1,0x4e21,両,両,1.0000,True,200
P1-2,2,0x4e21,両,両,1.0000,True,200
P1-2,3,0x4e21,両,両,1.0000,True,200
P1-2,4,0x4e21,両,両,1.0000,True,200
P1-2,5,0x4e21,両,両,1.0000,True,200
P1-2,6,0x4e21,両,両,1.0000,True,200
P1-2,7,0x4e21,両,両,1.0000,True,200
P1-2,8,0x4e21,両,両,1.0000,True,200
P1-2,9,0x4e21,両,両,1.0000,True,200
P1-2,0,0x4e22,丢,丢,1.0000,True,200
P1-2,1,0x4e22,丢,丢,1.0000,True,200
P1-2,2,0x4e22,丢,丢,1.0000,True,200
P1-2,3,0x4e22,丢,丢,1.0000,True,200
P1-2,4,0x4e22,丢,丢,1.0000,True,200
P1-2,5,0x4e22,丢,丢,1.0000,True,200
P1-2,6,0x4e22,丢,丢,1.0000,True,200
P1-2,7,0x4e22,丢,丢,1.0000,True,200
P1-2,8,0x4e22,丢,丢,1.0000,True,200
P1-2,9,0x4e22,丢,丢,1.0000,True,200
P1-2,0,0x4e23,丣,丣,1.0000,True,200
P1-2,1,0x4e23,丣,丣,1.0000,True,200
P1-2,2,0x4e23,丣,丣,1.0000,True,200
P1-2,3,0x4e23,丣,丣,1.0000,True,200
P1-2,4,0x4e23,丣,丣,1.0000,True,200
P1-2,5,0x4e23,丣,丣,1.0000,True,200
P1-2,6,0x4e23,丣,丣,1.0000,True,200
P1-2,7,0x4e23,丣,丣,1.0000,True,200
P1-2,8,0x4e23,丣,丣,1.0000,True,200
P1-2,9,0x4e23,丣,丣,1.0000,True,200
P1-2,0,0x4e24,两,两,1.0000,True,200
P1-2,1,0x4e24,两,两,1.0000,True,200
P1-2,2,0x4e24,两,两,1.0000,True,200
P1-2,3,0x4e24,两,两,1.0000,True,200
P1-2,4,0x4e24,两,两,1.0000,True,200
P1-2,5,0x4e24,两,两,1.0000,True,200
P1-2,6,0x4e24,两,两,1.0000,True,200
P1-2,7,0x4e24,两,两,1.0000,True,200
P1-2,8,0x4e24,两,两,1.0000,True,200
P1-2,9,0x4e24,两,两,1.0000,True,200
P1-2,0,0x4e25,严,严,1.0000,True,200
P1-2,1,0x4e25,严,严,1.0000,True,200
P1-2,2,0x4e25,严,严,1.0000,True,200
P1-2,3,0x4e25,严,严,1.0000,True,200
P1-2,4,0x4e25,严,严,1.0000,True,200
P1-2,5,0x4e25,严,严,1.0000,True,200
P1-2,6,0x4e25,严,严,1.0000,True,200
P1-2,7,0x4e25,严,严,1.0000,True,200
P1-2,8,0x4e25,严,严,1.0000,True,200
P1-2,9,0x4e25,严,严,1.0000,True,200
P1-2,0,0x4e26,並,並,1.0000,True,200
P1-2,1,0x4e26,並,並,1.0000,True,200
P1-2,2,0x4e26,並,並,1.0000,True,200
P1-2,3,0x4e26,並,並,1.0000,True,200
P1-2,4,0x4e26,並,並,1.0000,True,200
P1-2,5,0x4e26,並,並,1.0000,True,200
P1-2,6,0x4e26,並,並,1.0000,True,200
P1-2,7,0x4e26,並,並,1.0000,True,200
P1-2,8,0x4e26,並,並,1.0000,True,200
P1-2,9,0x4e26,並,並,1.0000,True,200
P1-2,0,0x4e27,丧,丧,1.0000,True,200
P1-2,1,0x4e27,丧,丧,1.0000,True,200
P1-2,2,0x4e27,丧,丧,1.0000,True,200
P1-2,3,0x4e27,丧,丧,1.0000,True,200
P1-2,4,0x4e27,丧,丧,1.0000,True,200
P1-2,5,0x4e27,丧,丧,1.0000,True,200
P1-2,6,0x4e27,丧,丧,1.0000,True,200
P1-2,7,0x4e27,丧,丧,1.0000,True,200
P1-2,8,0x4e27,丧,丧,1.0000,True,200
P1-2,9,0x4e27,丧,丧,1.0000,True,200
P1-2,0,0x4e28,丨,丨,1.0000,True,200
P1-2,1,0x4e28,丨,丨,1.0000,True,200
P1-2,2,0x4e28,丨,丨,1.0000,True,200
P1-2,3,0x4e28,丨,丨,1.0000,True,200
P1-2,4,0x4e28,丨,丨,1.0000,True,200
P1-2,5,0x4e28,丨,丨,1.0000,True,200
P1-2,6,0x4e28,丨,丨,1.0000,True,200
P1-2,7,0x4e28,丨,丨,1.0000,True,200
P1-2,8,0x4e28,丨,丨,1.0000,True,200
P1-2,9,0x4e28,丨,丨,1.0000,True,200
P1-2,0,0x4e29,丩,丩,1.0000,True,200
P1-2,1,0x4e29,丩,丩,1.0000,True,200
P1-2,2,0x4e29,丩,丩,1.0000,True,200
P1-2,3,0x4e29,丩,丩,1.0000,True,200
P1-2,4,0x4e29,丩,丩,1.0000,True,200
P1-2,5,0x4e29,丩,丩,1.0000,True,200
P1-2,6,0x4e29,丩,丩,1.0000,True,200
P1-2,7,0x4e29,丩,丩,1.0000,True,200
P1-2,8,0x4e29,丩,丩,1.0000,True,200
P1-2,9,0x4e29,丩,丩,1.0000,True,200
P1-2,0,0x4e2a,个,个,1.0000,True,200
P1-2,1,0x4e2a,个,个,1.0000,True,200
P1-2,2,0x4e2a,个,个,1.0000,True,200
P1-2,3,0x4e2a,个,个,1.0000,True,200
P1-2,4,0x4e2a,个,个,1.0000,True,200
P1-2,5,0x4e2a,个,个,1.0000,True,200
P1-2,6,0x4e2a,个,个,1.0000,True,200
P1-2,7,0x4e2a,个,个,1.0000,True,200
P1-2,8,0x4e2a,个,个,1.0000,True,200
P1-2,9,0x4e2a,个,个,1.0000,True,200
P1-2,0,0x4e2b,丫,丫,1.0000,True,200
P1-2,1,0x4e2b,丫,丫,1.0000,True,200
P1-2,2,0x4e2b,丫,丫,1.0000,True,200
P1-2,3,0x4e2b,丫,丫,1.0000,True,200
P1-2,4,0x4e2b,丫,丫,1.0000,True,200
P1-2,5,0x4e2b,丫,丫,1.0000,True,200
P1-2,6,0x4e2b,丫,丫,1.0000,True,200
P1-2,7,0x4e2b,丫,丫,1.0000,True,200
P1-2,8,0x4e2b,丫,丫,1.0000,True,200
P1-2,9,0x4e2b,丫,丫,1.0000,True,200
P1-2,0,0x4e2c,丬,丬,1.0000,True,200
P1-2,1,0x4e2c,丬,丬,1.0000,True,200
P1-2,2,0x4e2c,丬,丬,1.0000,True,200
P1-2,3,0x4e2c,丬,丬,1.0000,True,200
P1-2,4,0x4e2c,丬,丬,1.0000,True,200
P1-2,5,0x4e2c,丬,丬,1.0000,True,200
P1-2,6,0x4e2c,丬,丬,1.0000,True,200
P1-2,7,0x4e2c,丬,丬,1.0000,True,200
P1-2,8,0x4e2c,丬,丬,1.0000,True,200
P1-2,9,0x4e2c,丬,丬,1.0000,True,200
P1-2,0,0x4e2d,中,中,1.0000,True,200
P1-2,1,0x4e2d,中,中,1.0000,True,200
P1-2,2,0x4e2d,中,中,1.0000,True,200
P1-2,3,0x4e2d,中,中,1.0000,True,200
P1-2,4,0x4e2d,中,中,1.0000,True,200
P1-2,5,0x4e2d,中,中,1.0000,True,200
P1-2,6,0x4e2d,中,中,1.0000,True,200
P1-2,7,0x4e2d,中,中,1.0000,True,200
P1-2,8,0x4e2d,中,中,1.0000,True,200
P1-2,9,0x4e2d,中,中,1.0000,True,200
P1-2,0,0x4e2e,丮,丮,1.0000,True,200
P1-2,1,0x4e2e,丮,丮,1.0000,True,200
P1-2,2,0x4e2e,丮,丮,1.0000,True,200
P1-2,3,0x4e2e,丮,丮,1.0000,True,200
P1-2,4,0x4e2e,丮,丮,1.0000,True,200
P1-2,5,0x4e2e,丮,丮,1.0000,True,200
P1-2,6,0x4e2e,丮,丮,1.0000,True,200
P1-2,7,0x4e2e,丮,丮,1.0000,True,200
P1-2,8,0x4e2e,丮,丮,1.0000,True,200
P1-2,9,0x4e2e,丮,丮,1.0000,True,200
P1-2,0,0x4e2f,丯,丯,1.0000,True,200
P1-2,1,0x4e2f,丯,丯,1.0000,True,200
P1-2,2,0x4e2f,丯,丯,1.0000,True,200
P1-2,3,0x4e2f,丯,丯,1.0000,True,200
P1-2,4,0x4e2f,丯,丯,1.0000,True,200
P1-2,5,0x4e2f,丯,丯,1.0000,True,200
P1-2,6,0x4e2f,丯,丯,1.0000,True,200
P1-2,7,0x4e2f,丯,丯,1.0000,True,200
P1-2,8,0x4e2f,丯,丯,1.0000,True,200
P1-2,9,0x4e2f,丯,丯,1.0000,True,200
P1-2,0,0x4e30,丰,丰,1.0000,True,200
P1-2,1,0x4e30,丰,丰,1.0000,True,200
P1-2,2,0x4e30,丰,丰,1.0000,True,200
P1-2,3,0x4e30,丰,丰,1.0000,True,200
P1-2,4,0x4e30,丰,丰,1.0000,True,200
P1-2,5,0x4e30,丰,丰,1.0000,True,200
P1-2,6,0x4e30,丰,丰,1.0000,True,200
P1-2,7,0x4e30,丰,丰,1.0000,True,200
P1-2,8,0x4e30,丰,丰,1.0000,True,200
P1-2,9,0x4e30,丰,丰,1.0000,True,200
P1-2,0,0x4e31,丱,丱,1.0000,True,200
P1-2,1,0x4e31,丱,丱,1.0000,True,200
P1-2,2,0x4e31,丱,丱,1.0000,True,200
P1-2,3,0x4e31,丱,丱,1.0000,True,200
P1-2,4,0x4e31,丱,丱,1.0000,True,200
P1-2,5,0x4e31,丱,丱,1.0000,True,200
P1-2,6,0x4e31,丱,丱,1.0000,True,200
P1-2,7,0x4e31,丱,丱,1.0000,True,200
P1-2,8,0x4e31,丱,丱,1.0000,True,200
P1-2,9,0x4e31,丱,丱,1.0000,True,200
P1-2,0,0x4e32,串,串,1.0000,True,200
P1-2,1,0x4e32,串,串,1.0000,True,200
P1-2,2,0x4e32,串,串,1.0000,True,200
P1-2,3,0x4e32,串,串,1.0000,True,200
P1-2,4,0x4e32,串,串,1.0000,True,200
P1-2,5,0x4e32,串,串,1.0000,True,200
P1-2,6,0x4e32,串,串,1.0000,True,200
P1-2,7,0x4e32,串,串,1.0000,True,200
P1-2,8,0x4e32,串,串,1.0000,True,200
P1-2,9,0x4e32,串,串,1.0000,True,200
P1-2,0,0x4e33,丳,丳,1.0000,True,200
P1-2,1,0x4e33,丳,丳,1.0000,True,200
